K_values,Eigenvalues
0.2,0.7828644596090646 - 0.6387705134789698im
0.201,0.7829663971841408 - 0.6386942679748747im
0.201,1.5441614653610794e-10 - 0.8752502041826431im
0.201,1.5441614653610794e-10 - 0.013487614351781918im
0.201,1.5441614653610794e-10 - 0.8752501834568065im
0.202,1.5441614653610794e-10 - 0.8750880969820397im
0.202,0.7830688633161571 - 0.6386176504991545im
0.202,1.852993758433295e-10 - 0.013622372842232089im
0.202,1.2353291722888634e-10 - 0.875088078083752im
0.202,6.4340199834589716e-12 - 0.875088035997799im
0.202,3.178009370814892e-11 - 0.8750880701032041im
0.203,0.783171862152439 - 0.6385406458478112im
0.203,7.720811644339381e-11 - 0.8749251375151038im
0.203,1.852993758433295e-10 - 0.013757805458360828im
0.204,0.7832753595747696 - 0.6384632674722911im
0.204,7.720807326805397e-11 - 0.8747612867209555im
0.204,1.2353291722888634e-10 - 0.013893911449742547im
0.204,0.7832753717642118 - 0.6384632636520946im
0.205,0.7833793740124292 - 0.6383855127808125im
0.205,3.088323818900578e-10 - 0.874596722406163im
0.205,1.852993758433295e-10 - 0.014030690387569678im
0.205,1.2353291722888634e-10 - 0.8745967266942676im
0.206,0.7834838978637438 - 0.638307381664843im
0.206,1.2353291722888634e-10 - 0.014168144272956696im
0.206,0.783483906808295 - 0.638307375039796im
0.206,5.004231597006842e-11 - 0.87443127445013im
0.207,0.7835889475375049 - 0.6382288691777255im
0.207,0.7835889357740697 - 0.6382288738500405im
0.207,7.720807326805397e-11 - 0.01430627056877376im
0.207,1.852993758433295e-10 - 0.8742650109801063im
0.208,0.7836944920593205 - 0.6381499849895266im
0.208,1.852993758433295e-10 - 0.014445071311877023im
0.208,1.2353291722888634e-10 - 0.8740979005678671im
0.208,1.852993758433295e-10 - 0.8740978832725131im
0.209,0.783800556643765 - 0.6380707237206724im
0.209,1.2353291722888634e-10 - 0.014584546323588122im
0.209,1.5441614653610794e-10 - 0.87392998488544im
0.209,7.720807326805397e-11 - 0.8739299736291675im
0.21,1.300346497146172e-10 - 0.8737612639911299im
0.21,0.7839071304404618 - 0.6379910854188394im
0.21,7.720807326805397e-11 - 0.014724695175099445im
0.21,1.5098473582497796e-10 - 0.8737612574887592im
0.211,0.7840142233179136 - 0.6379110672833557im
0.211,0.7840142042896286 - 0.6379110736526727im
0.211,6.176650302336416e-11 - 0.8735916935068235im
0.211,1.852993758433295e-10 - 0.014865517044524346im
0.211,1.5441614653610794e-10 - 0.8735917020830324im
0.211,7.72081287792052e-11 - 0.873591697973598im
0.211,8.23552781525909e-11 - 0.8735916573080795im
0.212,0.7841218358364426 - 0.6378306684023224im
0.212,1.403783150328254e-10 - 0.8734212966819782im
0.212,0.7841218298961086 - 0.6378306760996435im
0.212,0.7841218224461215 - 0.6378306777928955im
0.212,7.720807326805397e-11 - 0.8734212771093834im
0.212,1.5441614653610794e-10 - 0.015007013932977653im
0.213,0.7842299371933893 - 0.6377499062454024im
0.213,0.7842299258082877 - 0.6377499086009842im
0.213,1.2353291722888634e-10 - 0.015149185268712274im
0.213,7.720807326805397e-11 - 0.8732500288197744im
0.213,0.7842299522686003 - 0.6377499008554369im
0.214,1.852993758433295e-10 - 0.015292030444249071im
0.214,0.7843385741321858 - 0.6376687517133619im
0.214,0.7843385647101178 - 0.6376687602518587im
0.214,1.0294409769073862e-10 - 0.8730779894345462im
0.214,0.7843385656359193 - 0.6376687589826432im
0.214,1.8594192852106157e-10 - 0.015292030894114106im
0.214,2.0578215322229663e-10 - 0.8730780322001889im
0.214,6.155401188756602e-11 - 0.8730779966027675im
0.214,1.7052854366690123e-10 - 0.8730780215192058im
0.214,3.084665856079043e-11 - 0.873077968073925im
0.224,0.7854530858193804 - 0.6368365956967107im
0.224,1.1621378859239033e-10 - 0.8713117485453264im
0.224,7.747585906159356e-11 - 0.8713117525606096im
0.224,1.549517181231871e-10 - 0.016757590506604414im
0.234,0.7866189919667946 - 0.6359668319031745im
0.234,2.0660214280117953e-10 - 0.8694623468402854im
0.234,3.0990303656608535e-10 - 0.8694623504570138im
0.234,2.553827815887657e-10 - 0.8694623273620319im
0.234,7.747585906159356e-11 - 0.01829067925493133im
0.234,2.4128867531454374e-10 - 0.8694623343407122im
0.244,0.7878363403629839 - 0.6350595349082976im
0.244,7.747585906159356e-11 - 0.019891393041896688im
0.244,7.747585906159356e-11 - 0.8675292291327144im
0.254,0.7891051800329549 - 0.6341147712795389im
0.254,1.8594192852106157e-10 - 0.8655121843258057im
0.254,1.8594192852106157e-10 - 0.021559835479644372im
0.264,0.79042562834646 - 0.6331325959021065im
0.264,3.0990316979284827e-10 - 0.8634106801655476im
0.264,7.747585906159356e-11 - 0.8634106893382378im
0.264,1.549517181231871e-10 - 0.023296118674877242im
0.274,0.7917977331355407 - 0.6321130904057342im
0.274,7.747585906159356e-11 - 0.8612242995978823im
0.274,1.8594192852106157e-10 - 0.025100364228208473im
0.284,0.7932215473062001 - 0.6310563479325244im
0.284,3.5417507022422134e-10 - 0.8589526375100783im
0.284,1.5739592345514494e-10 - 0.8589526303652583im
0.284,3.0990316979284827e-10 - 0.026972703876609973im
0.284,3.3941754169169385e-10 - 0.8589526248311324im
0.294,0.7946971913393737 - 0.6299624245896814im
0.294,1.7647266981057987e-10 - 0.8565951477307443im
0.294,7.747585906159356e-11 - 0.8565951387682362im
0.294,1.8594192852106157e-10 - 0.02891327977894318im
0.304,0.796224725893401 - 0.6288314295701818im
0.304,0.7962247126097733 - 0.6288314312823919im
0.304,2.656313264586594e-10 - 0.8541512589254774im
0.304,1.8594192852106157e-10 - 0.030922247549730254im
0.314,0.7978042412343483 - 0.6276634474551618im
0.314,1.8594192852106157e-10 - 0.032999772939853365im
0.314,0.7978042314406908 - 0.6276634507728907im
0.314,1.8594192852106157e-10 - 0.8516205317959807im
0.324,0.7994358163947259 - 0.6264585844074545im
0.324,7.747585906159356e-11 - 0.035146038867756246im
0.324,7.747585906159356e-11 - 0.8490023264984881im
0.324,1.2396124127178672e-10 - 0.849002313471126im
0.334,0.8011195556721595 - 0.6252169380532646im
0.334,7.747585906159356e-11 - 0.8462960343517945im
0.334,5.423302640306133e-10 - 0.8462960260535428im
0.334,7.747585906159356e-11 - 0.037361242992435706im
0.344,0.8028555252397399 - 0.6239386303192918im
0.344,5.57825252656133e-10 - 0.8435010057723445im
0.344,1.549517181231871e-10 - 0.039645599926303454im
0.354,0.8046438459397016 - 0.622623768592049im
0.354,7.747585906159356e-11 - 0.8406165697260524im
0.354,7.747585906159356e-11 - 0.041999342555771646im
0.354,7.747585906159356e-11 - 0.840616574187478im
0.364,0.8064845942302984 - 0.6212724833507633im
0.364,1.239613744985497e-10 - 0.8376420136697271im
0.364,7.747585906159356e-11 - 0.044422726074379026im
0.364,7.747585906159356e-11 - 0.8376420083160163im
0.374,0.8083778658036087 - 0.6198849065804131im
0.374,2.582526919587232e-10 - 0.8345765610438597im
0.374,7.747585906159356e-11 - 0.04691602619822066im
0.384,0.8103237806263413 - 0.6184611703669289im
0.384,3.7631098237511847e-10 - 0.8314194503352611im
0.384,1.549517181231871e-10 - 0.04947954541194921im
0.394,0.8123224021468669 - 0.6170014265259631im
0.394,1.519454086361203e-10 - 0.8281697710615094im
0.394,3.0990316979284827e-10 - 0.05211361325429551im
0.404,0.8143738838326626 - 0.6155058178877392im
0.404,0.8143738713074617 - 0.6155058215721259im
0.404,1.549517181231871e-10 - 0.054818589708761856im
0.404,7.747585906159356e-11 - 0.8248266313604244im
0.414,7.747585906159356e-11 - 0.8213891577934791im
0.414,3.0990316979284827e-10 - 0.05759486923674637im
0.414,0.8164782770390332 - 0.6139745132130036im
0.424,0.8186357074188491 - 0.6124076808447401im
0.424,1.8594192852106157e-10 - 0.06044288067046701im
0.424,3.7130396318561214e-11 - 0.8178563370243492im
0.424,2.130270034446853e-11 - 0.8178563180006861im
0.424,5.045830420158407e-11 - 0.8178563269008646im
0.434,0.820846275470034 - 0.6108054906994086im
0.434,1.8594192852106157e-10 - 0.8142270088195799im
0.434,1.3147398321548762e-10 - 0.8142269969830124im
0.434,7.747585906159356e-11 - 0.06336309613581825im
0.444,7.491427478356665e-11 - 0.8105000937533593im
0.444,3.0990316979284827e-10 - 0.06635603248002217im
0.444,0.8231100970749815 - 0.6091681219966931im
0.454,0.8254272496950815 - 0.6074957873447758im
0.454,2.213595021568652e-10 - 0.8066744407697863im
0.454,1.549517181231871e-10 - 0.06942225591151208im
0.464,0.827797857624326 - 0.6057886701392751im
0.464,1.8594192852106157e-10 - 0.07256238945943841im
0.464,3.0990316979284827e-10 - 0.8027487189469937im
0.474,0.8302220169949108 - 0.6040469807738624im
0.474,2.434954143077623e-10 - 0.7987216131823812im
0.474,1.549517181231871e-10 - 0.07577711611450799im
0.484,0.8326998286881712 - 0.6022709405043185im
0.484,3.0990316979284827e-10 - 0.07906718768045548im
0.484,7.747585906159356e-11 - 0.7945916520621248im
0.494,0.8352313950409577 - 0.6004607777641137im
0.494,1.7216850167756183e-10 - 0.7903573585206954im
0.494,3.0990316979284827e-10 - 0.08243343244769549im
0.494,7.747585906159356e-11 - 0.790357356656811im
0.504,0.8378168185435878 - 0.5986167253513581im
0.504,1.8594192852106157e-10 - 0.08587676065410674im
0.504,1.549517181231871e-10 - 0.786017023339243im
0.514,0.8404561846858488 - 0.596739028228269im
0.514,3.325000275111751e-10 - 0.7815689499789252im
0.514,1.8594192852106157e-10 - 0.08939817879728204im
0.514,2.530874176898137e-10 - 0.781568935733594im
0.514,3.099001055773004e-11 - 0.7815689393622198im
0.524,0.843149594388048 - 0.5948279464463694im
0.524,2.582526970051915e-10 - 0.777011225085535im
0.524,7.747585906159356e-11 - 0.09299879534515765im
0.524,2.1693207230555457e-10 - 0.7770112208263606im
0.534,0.845897142237329 - 0.5928837347335949im
0.534,1.8594192852106157e-10 - 0.09667983783219372im
0.534,7.747585906159356e-11 - 0.7723418633024137im
0.544,0.8486989063959711 - 0.5909066708982278im
0.544,1.5495145907114802e-10 - 0.7675587092331071im
0.544,7.747585906159356e-11 - 0.767558692160719im
0.544,7.747585906159356e-11 - 0.10044266042595229im
0.544,1.549517181231871e-10 - 0.7675586954919169im
0.554,0.8515549732897267 - 0.5888970378116662im
0.554,3.0990303656608535e-10 - 0.7626594443521101im
0.554,1.8594192852106157e-10 - 0.10428876534193607im
0.564,0.8544654384164692 - 0.586855117004682im
0.564,2.2834976015336736e-10 - 0.7576415435470627im
0.564,1.8594192852106157e-10 - 0.10821981515713128im
0.574,0.8574303669437797 - 0.5847812207619774im
0.574,1.8594192852106157e-10 - 0.11223765790105608im
0.574,1.1169150937462347e-10 - 0.752502358498191im
0.574,9.516618865495108e-11 - 0.7525023637073445im
0.584,0.8604498037107539 - 0.5826756508091406im
0.584,3.0990316979284827e-10 - 0.11634434511561617im
0.584,2.922607711397533e-10 - 0.7472389411220469im
0.594,0.8635238414166212 - 0.5805387176699099im
0.594,2.7344405171531496e-10 - 0.7418481179550106im
0.594,1.8594192852106157e-10 - 0.12054215962301504im
0.594,7.747585906159356e-11 - 0.7418481241800112im
0.604,0.8666525343239571 - 0.5783707597994084im
0.604,3.3724748484039314e-10 - 0.736326465790605im
0.604,1.8594192852106157e-10 - 0.12483364693418983im
0.614,0.8698359356136659 - 0.5761721007414342im
0.614,6.198060160349866e-10 - 0.7306702104361261im
0.614,7.747585906159356e-11 - 0.12922164869165664im
0.624,7.747585906159356e-11 - 0.13370934164452697im
0.624,0.8730740754242835 - 0.5739430907986722im
0.624,1.5565309041676382e-10 - 0.7248752614579115im
0.634,0.8763670015541247 - 0.5716840840221663im
0.634,2.754695360707174e-10 - 0.718937102509433im
0.634,1.549517181231871e-10 - 0.13830028554636487im
0.644,0.8797147426487771 - 0.5693954205091929im
0.644,3.0990316979284827e-10 - 0.7128508093828204im
0.644,1.549517181231871e-10 - 0.14299848068973953im
0.654,1.8594192852106157e-10 - 0.14780842644011946im
0.654,0.8831173252558419 - 0.5670774670586878im
0.654,1.549517181231871e-10 - 0.7066109260756093im
0.654,0.8831173138965215 - 0.5670774724226251im
0.664,0.886574730139042 - 0.5647306282476713im
0.664,2.5825275251634273e-10 - 0.7002113846961602im
0.664,7.747585906159356e-11 - 0.15273520279073494im
0.674,0.8900869944690925 - 0.5623552433232283im
0.674,2.361167452034721e-10 - 0.6936454777708064im
0.674,1.549517181231871e-10 - 0.1577845613756581im
0.684,0.8936540906569104 - 0.559951707071911im
0.684,2.9842528448398453e-10 - 0.6869056897407677im
0.684,0.8936541026957557 - 0.5599516893569256im
0.684,7.747585906159356e-11 - 0.16296303165173187im
0.684,0.8936540965938339 - 0.5599516908315985im
0.694,0.8972760125065344 - 0.5575204049850997im
0.694,3.0990316979284827e-10 - 0.16827805627605893im
0.694,7.747585906159356e-11 - 0.6799835912481753im
0.704,0.9009527200826335 - 0.5550617410588902im
0.704,7.747585906159356e-11 - 0.6728696789213289im
0.704,7.747585906159356e-11 - 0.17373815517939528im
0.714,0.9046841768230288 - 0.5525761001588894im
0.714,2.926862641139409e-10 - 0.6655531660446068im
0.714,3.0990316979284827e-10 - 0.179353120369825im
0.724,0.9084703388764522 - 0.5500638865662596im
0.724,1.8594192852106157e-10 - 0.18513426980572553im
0.724,3.0990303656608535e-10 - 0.6580217558466742im
0.734,0.9123111356259573 - 0.5475255071382245im
0.734,5.57825252656133e-10 - 0.6502613024797267im
0.734,1.549517181231871e-10 - 0.19109475773251694im
0.744,0.9162064985891274 - 0.5449613595779267im
0.744,3.0990316979284827e-10 - 0.19724997817399256im
0.744,2.582534186501575e-11 - 0.6422554407410039im
0.754,0.9201563478166396 - 0.542371855375754im
0.754,7.747585906159356e-11 - 0.2036180776393346im
0.754,7.747585906159356e-11 - 0.6339850379321395im
0.764,1.9676384331392425e-10 - 0.6254275427969583im
0.764,0.9241605760035846 - 0.5397574166190316im
0.764,7.747585906159356e-11 - 0.21022064207556723im
0.764,0.9241605775866606 - 0.5397574036659105im
0.774,0.9282190739165 - 0.5371184104879901im
0.774,3.0990316979284827e-10 - 0.6165560822287005im
0.774,7.747585906159356e-11 - 0.21708360225140644im
0.784,0.9323317162791549 - 0.5344552790267318im
0.784,1.8594192852106157e-10 - 0.22423847878050637im
0.784,7.747585906159356e-11 - 0.6073381683069792im
0.794,0.9364984047880939 - 0.5317684141765933im
0.794,3.0990316979284827e-10 - 0.5977340375591896im
0.794,0.9364984059325295 - 0.5317684001141989im
0.794,7.747585906159356e-11 - 0.23172412607484194im
0.804,0.9407189453543258 - 0.5290582173964696im
0.804,1.7708758269309745e-10 - 0.5876940826354013im
0.804,7.747585906159356e-11 - 0.2395892266384847im
0.804,0.9407189598152259 - 0.5290582090074978im
0.814,0.9449932107932205 - 0.5263250803718389im
0.814,1.8594192852106157e-10 - 0.5771551891715221im
0.814,1.8594192852106157e-10 - 0.24789600629292527im
0.824,1.8594192852106157e-10 - 0.25672596114838264im
0.824,3.6155367588719586e-10 - 0.5660349821854019im
0.824,0.9493210337931857 - 0.5235694207954122im
0.834,0.9537022125094683 - 0.520791589533797im
0.834,3.0990316979284827e-10 - 0.2661891271968094im
0.834,3.0990316979284827e-10 - 0.5542225769180014im
0.844,0.9581365733500207 - 0.5179919978034518im
0.844,1.8594192852106157e-10 - 0.2764399968221528im
0.844,1.239613744985497e-10 - 0.5415626521595929im
0.854,0.9626239127538809 - 0.5151710228275154im
0.854,1.8594192852106157e-10 - 0.28770704640599776im
0.854,1.549517181231871e-10 - 0.5278259331951591im
0.864,0.9671640153019624 - 0.512329017250857im
0.864,2.5087417857402607e-10 - 0.5126483883312497im
0.864,1.549517181231871e-10 - 0.300353536527314im
0.874,0.9717566637736869 - 0.5094663567590713im
0.874,0.9717566651253947 - 0.5094663421868167im
0.874,2.5825275251634273e-10 - 0.4953856878651826im
0.874,1.8594192852106157e-10 - 0.31502305847442036im
0.884,0.9764016363608361 - 0.5065833961226034im
0.884,0.9764016224822872 - 0.5065833886001394im
0.884,1.239613744985497e-10 - 0.47466884187595665im
0.884,1.549517181231871e-10 - 0.3330838946168295im
0.884,0.9764016262717775 - 0.5065833758054696im
0.894,0.9810986512145305 - 0.5036804474994333im
0.894,3.0990316979284827e-10 - 0.4461639715525917im
0.894,3.0990316979284827e-10 - 0.35886925166238515im
0.904,0.9858475109152891 - 0.5007578818250905im
0.904,0.034433977566724165 - 0.4011247846180808im
0.914,0.06526670524886019 - 0.3997005904446582im
0.914,0.9906479422822979 - 0.49781601064933234im
0.924,0.9954996623740178 - 0.4948551136344639im
0.924,0.08553367059813424 - 0.39824374949860697im
0.934,1.0004024278859196 - 0.49187552623867853im
0.934,0.10175210169066173 - 0.3967540048494066im
0.944,1.0053559553515947 - 0.48887751487877296im
0.944,0.115633929467903 - 0.3952311188161015im
0.954,1.010359964691334 - 0.4858613601189174im
0.954,0.12793825951564633 - 0.3936748788742243im
0.964,1.0154141774000125 - 0.4828273139325212im
0.964,0.13908104605236785 - 0.3920850932241191im
0.974,1.020518300519327 - 0.479775619999441im
0.974,0.14931951607327332 - 0.3904615947586338im
0.984,1.0256720614161698 - 0.47670652224860127im
0.984,1.02567206342509 - 0.47670652111025685im
0.984,0.15882588310919338 - 0.3888042371430073im
0.994,1.0308751480716556 - 0.47362021117173353im
0.994,0.1677221325076013 - 0.3871129033094388im
